SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,ExterQual_TA,FullBath,TotRmsAbvGrd,YearBuilt,KitchenQual_TA,YearRemodAdd,Foundation_PConc,MasVnrArea,Fireplaces,ExterQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,Neighborhood_NridgHt,BsmtFinSF1,SaleType_New,SaleCondition_Partial,Foundation_CBlock,Neighborhood_NoRidge,WoodDeckSF,KitchenQual_Gd,2ndFlrSF,OpenPorchSF,HeatingQC_TA,BsmtExposure_Gd,Exterior2nd_VinylSd,Exterior1st_VinylSd,MSZoning_RM,HalfBath,LotShape_Reg,LotArea,BsmtExposure_No,CentralAir,MSZoning_RL,HouseStyle_2Story,SaleType_WD,Electrical_SBrkr,RoofStyle_Hip,BsmtQual_Gd,BsmtFullBath,RoofStyle_Gable,Neighborhood_StoneBr,BsmtUnfSF,PavedDrive,Neighborhood_OldTown,Neighborhood_NAmes,Neighborhood_Edwards,RoofMatl_WdShngl,BedroomAbvGr,Exterior1st_MetalSd,Neighborhood_IDOTRR,Exterior2nd_MetalSd,Exterior2nd_Wd Sdng,Exterior1st_Wd Sdng,KitchenQual_Fa,SaleCondition_Normal,Neighborhood_BrkSide,LotConfig_CulDSac,Neighborhood_Somerst,ExterCond_Fa,KitchenAbvGr,BsmtFinType1_Rec,HeatingQC_Gd,HeatingQC_Fa,Exterior1st_CemntBd,BsmtFinType1_BLQ,BsmtQual_Fa,EnclosedPorch,Neighborhood_Sawyer,Exterior2nd_CmentBd,Electrical_FuseF,Neighborhood_Timber,LotShape_IR2,LandContour_HLS,Foundation_Slab,BsmtFinType2_Unf,Condition1_Feedr,Functional_Typ,ExterQual_Fa,BldgType_Duplex,Condition1_Norm,Neighborhood_MeadowV,ScreenPorch,ExterCond_TA,RoofMatl_CompShg,Neighborhood_BrDale,BsmtCond_TA,BldgType_Twnhs,BldgType_2fmCon,Exterior1st_HdBoard,HouseStyle_SFoyer,Heating_GasA,PoolArea,Heating_Grav,MSZoning_FV,BsmtCond_Gd,HouseStyle_1.5Unf,BsmtFinType1_LwQ,MSSubClass,BsmtFinType1_Unf,LotConfig_Inside,OverallCond,Exterior2nd_ImStucc,Neighborhood_CollgCr,Functional_Min2,Neighborhood_Crawfor,Functional_Maj2,Exterior2nd_HdBoard,MSZoning_RH,Functional_Min1,Neighborhood_SWISU,Neighborhood_Veenker,HouseStyle_1Story,Heating_Wall,Neighborhood_Mitchel,BsmtFinType2_BLQ,Neighborhood_ClearCr,BsmtCond_Po,Exterior2nd_Plywood,Exterior1st_WdShing,Exterior1st_BrkComm,SaleCondition_AdjLand,ExterCond_Gd,Condition1_PosN,Condition2_PosN,Condition2_Feedr,Electrical_FuseP,Condition2_PosA,Exterior2nd_Brk Cmn,Condition1_RRAe,SaleCondition_Family,MoSold,LandContour_Low,Exterior2nd_Other,RoofMatl_WdShake,3SsnPorch,BsmtExposure_Mn,LandSlope_Mod,Exterior2nd_Stucco,Condition1_PosA,SaleType_ConLD,SaleType_Con,Street_Pave,Exterior2nd_Wd Shng,BsmtFinType2_Rec,Condition2_RRNn,HouseStyle_SLvl,Neighborhood_NPkVill,BsmtFinType2_LwQ,Electrical_Mix,LotShape_IR3,HouseStyle_2.5Fin,Exterior1st_Stone,Neighborhood_Gilbert,RoofStyle_Gambrel,SaleType_Oth,ExterCond_Po,Exterior1st_BrkFace,HeatingQC_Po,Condition2_Norm,Exterior1st_Stucco,YrSold,LandSlope_Sev,LandContour_Lvl,SaleType_ConLw,Exterior1st_ImStucc,Exterior1st_AsphShn,HouseStyle_2.5Unf,Heating_OthW,LowQualFinSF,Exterior1st_CBlock,Exterior2nd_CBlock,Exterior2nd_BrkFace,Exterior2nd_AsphShn,Neighborhood_NWAmes,Condition1_RRNn,Id,MiscVal,RoofStyle_Shed,Neighborhood_Blueste,Heating_GasW,RoofMatl_Membran,SaleType_CWD,LotConfig_FR3,Exterior1st_Plywood,KPI_mult_Id_ExterQual_Gd,KPI_mult_Id_BsmtFinType1_GLQ,KPI_mult_Id_BsmtQual_TA,KPI_mult_Id_Neighborhood_NridgHt,KPI_mult_Id_Neighborhood_NoRidge,KPI_mult_Id_SaleType_New,KPI_mult_Id_SaleCondition_Partial,KPI_mult_Id_BsmtFinSF1,KPI_mult_Id_Foundation_CBlock,KPI_mult_Id_BsmtExposure_Gd,KPI_mult_Id_HeatingQC_TA,KPI_mult_Id_WoodDeckSF,KPI_mult_Id_OpenPorchSF,KPI_mult_Id_KitchenQual_Gd,KPI_mult_Id_2ndFlrSF,KPI_mult_Id_MSZoning_RM,KPI_mult_Id_Exterior2nd_VinylSd,KPI_mult_Id_Exterior1st_VinylSd,KPI_mult_Id_LotShape_Reg,KPI_mult_Id_LotArea,KPI_div_Id_LotArea,KPI_mult_Id_HalfBath,KPI_mult_Id_RoofStyle_Hip,KPI_mult_Id_BsmtExposure_No,KPI_mult_Id_BsmtQual_Gd,KPI_mult_Id_HouseStyle_2Story,KPI_div_Id_Neighborhood_StoneBr,KPI_mult_Id_RoofStyle_Gable,KPI_mult_Id_Neighborhood_StoneBr,KPI_mult_Id_BsmtFullBath,KPI_mult_Id_Neighborhood_OldTown,KPI_mult_Id_Neighborhood_NAmes,KPI_div_Id_Neighborhood_NridgHt,KPI_mult_Id_Neighborhood_Edwards,KPI_mult_Id_BsmtUnfSF,KPI_mult_Id_Exterior1st_MetalSd,KPI_mult_Id_SaleType_WD,KPI_div_Id_SaleType_New,KPI_mult_Id_Exterior2nd_Wd Sdng,KPI_div_Id_SaleCondition_Partial
127500,5,1355,0,0,644,808,1,2,6,1940,1,1999,0,0.0,0,0,1,0,0,351,0,0,0,0,140,0,547,0,0,0,0,0,0,0,1,10106,1,1,1,0,1,1,0,0,1,1,0,112,1.0,0,0,1,0,4,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,190,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,58266,0,0,0,23240,0,0,90802,0,0,0,166,1677596,0.01642588561250742,0,0,166,0,0,0.0,166,0,166,0,0,0.0,166,18592,0,166,0.0,166,0.0
190000,5,1867,1,303,1617,1867,0,1,7,1955,1,1993,0,0.0,3,1,1,0,0,379,0,0,1,0,476,0,0,0,0,0,0,0,0,0,0,10708,1,1,1,0,0,0,1,0,1,0,0,470,1.0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,142,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,20,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,167,0,167,0,0,0,0,63293,167,0,0,79492,0,0,0,0,0,0,0,1788236,0.01559581621217781,0,167,167,0,0,0.0,0,0,167,0,0,0.0,0,78490,0,0,0.0,167,0.0
325624,8,2161,3,789,1582,1610,0,1,8,2007,0,2007,1,300.0,1,1,0,1,1,1288,1,1,0,0,178,0,551,120,0,0,1,1,0,1,1,10562,1,1,1,1,0,1,0,0,1,1,0,294,1.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,60,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,168,168,0,168,0,168,168,216384,0,0,0,29904,20160,0,92568,0,168,168,168,1774416,0.015906078394243513,168,0,168,0,168,0.0,168,0,168,0,0,0.005952380952380952,0,49392,0,0,0.005952380952380952,0,0.005952380952380952
183500,7,1720,2,440,840,840,0,2,7,2004,0,2004,1,0.0,1,1,0,0,0,0,0,0,0,0,100,1,880,48,0,0,1,1,0,1,0,8244,1,1,1,1,1,1,0,1,0,1,0,840,1.0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,60,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,16900,8112,169,148720,0,169,169,0,1393236,0.02049975739932072,169,0,169,169,169,0.0,169,0,0,0,0,0.0,0,141960,0,169,0.0,0,0.0
228000,8,1707,2,511,1686,1707,0,2,6,1981,1,1981,0,653.0,1,1,0,0,0,0,0,0,1,0,574,0,0,64,1,0,0,0,0,1,0,16669,1,1,1,0,1,1,1,1,0,0,0,1686,1.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,170,0,170,97580,10880,0,0,0,0,0,0,2833730,0.010198572199892016,170,170,170,170,0,0.0,0,0,0,0,0,0.0,0,286620,0,170,0.0,0,0.0
128500,5,1382,2,660,720,854,1,1,7,1941,1,1950,0,0.0,0,0,1,0,0,360,0,0,1,0,237,0,0,0,1,0,0,0,1,1,0,12358,1,1,0,0,1,1,0,0,0,1,0,360,1.0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,528,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,61560,171,0,171,40527,0,0,0,171,0,0,0,2113218,0.013837190483897071,171,0,171,0,0,0.0,171,0,0,171,0,0.0,0,61560,171,171,0.0,0,0.0
215000,6,1656,2,528,1080,1656,1,1,7,1960,1,1960,0,112.0,2,0,1,0,0,639,0,0,1,0,210,0,0,62,0,1,0,0,0,0,0,31770,0,1,1,0,1,1,1,0,1,0,0,441,1.0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,109908,172,172,0,36120,10664,0,0,0,0,0,0,5464440,0.005413912496065471,0,172,0,0,0,0.0,0,0,172,0,172,0.0,0,75852,0,172,0.0,0,0.0
239000,7,1767,2,504,1064,1064,0,2,5,1987,0,1987,1,0.0,1,1,0,1,0,495,0,0,0,0,441,1,703,35,0,0,0,0,0,0,0,5306,1,1,1,1,1,1,0,1,1,1,1,354,1.0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,160,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,173,173,0,0,0,0,0,85635,0,0,0,76293,6055,173,121619,0,0,0,0,917938,0.03260459856765925,0,0,173,173,173,0.005780346820809248,173,173,173,0,0,0.0,0,61242,0,173,0.0,0,0.0
163000,6,1362,2,504,1362,1362,1,1,6,1961,1,1961,0,491.0,1,0,1,0,0,288,0,0,1,0,0,0,0,20,1,0,0,0,0,1,0,10197,1,1,1,0,0,1,0,0,1,1,0,700,1.0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,20,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,50112,174,0,174,0,3480,0,0,0,0,0,0,1774278,0.01706384230656075,174,0,174,0,0,0.0,174,0,174,0,174,0.0,0,121800,0,0,0.0,0,0.0
184000,6,1651,2,616,1606,1651,1,2,7,1986,1,1986,0,132.0,1,0,0,0,0,1398,0,0,1,0,192,0,0,0,1,0,0,1,0,0,0,12416,1,1,1,0,1,1,0,1,1,1,0,0,1.0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244650,175,0,175,33600,0,0,0,0,0,175,0,2172800,0.014094716494845361,0,0,175,175,0,0.0,175,0,175,0,0,0.0,0,0,0,175,0.0,0,0.0
243000,6,2158,2,576,1202,2158,1,2,7,1950,0,2001,0,0.0,1,0,1,0,0,477,0,0,1,0,0,1,0,29,1,0,0,0,0,0,1,12615,0,1,1,0,1,1,0,0,1,1,0,725,1.0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,20,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,83952,176,0,176,0,5104,176,0,0,0,0,176,2220240,0.013951644867221561,0,0,0,0,0,0.0,176,0,176,0,0,0.0,176,127600,0,176,0.0,0,0.0
211000,6,2060,2,521,1151,1164,0,2,8,1988,1,1989,1,268.0,1,1,0,1,0,831,0,0,0,0,0,0,896,228,1,0,0,0,0,1,0,10029,1,1,1,1,1,1,0,1,0,1,0,320,1.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,192,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,1,177,177,0,0,0,0,0,147087,0,0,177,0,40356,0,158592,0,0,0,0,1775133,0.01764881842656297,177,0,177,177,177,0.0,177,0,0,0,0,0.0,0,56640,0,177,0.0,0,0.0
172500,5,1920,2,451,1052,1252,0,2,8,1958,0,1958,0,0.0,1,1,1,0,0,57,0,0,1,0,0,1,668,0,0,0,0,0,0,0,1,13650,1,1,1,0,1,1,0,0,1,1,0,554,1.0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,178,0,178,0,0,0,0,10146,178,0,0,0,0,178,118904,0,0,0,178,2429700,0.013040293040293041,0,0,178,0,0,0.0,178,0,178,0,0,0.0,0,98612,178,178,0.0,0,0.0
501837,9,2234,3,1166,2216,2234,0,2,9,2008,0,2009,1,748.0,1,0,0,1,0,1904,1,1,0,0,0,0,0,60,0,0,1,1,0,0,0,17423,1,1,1,0,0,1,1,0,1,0,1,312,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,179,0,0,0,179,179,340816,0,0,0,0,10740,0,0,0,179,179,0,3118717,0.01027377604316134,0,179,179,0,0,0.00558659217877095,0,179,179,0,0,0.0,0,55848,0,0,0.00558659217877095,0,0.00558659217877095
100000,5,968,2,480,968,968,0,1,5,1923,1,2006,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,8520,1,1,0,0,1,1,0,0,0,1,0,968,0.0,1,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,184,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,180,0,180,0,0,0,0,0,180,0,180,0,0,0,0,180,0,0,180,1533600,0.02112676056338028,0,0,180,0,0,0.0,180,0,0,180,0,0.0,0,174240,0,180,0.0,180,0.0
177000,6,1525,2,440,756,769,0,2,5,2000,0,2000,1,456.0,1,1,0,1,0,436,0,0,0,0,0,1,756,0,0,0,0,0,0,1,1,2117,1,1,0,1,1,1,0,1,0,1,0,320,1.0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,160,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,181,181,0,0,0,0,0,78916,0,0,0,0,0,181,136836,0,0,0,181,383177,0.08549834671705243,181,0,181,181,181,0.0,181,0,0,0,0,0.0,0,57920,181,181,0.0,0,0.0
200100,7,1802,1,216,793,901,1,1,9,1920,1,1950,0,0.0,1,0,0,0,0,352,0,0,0,0,0,0,901,0,0,0,0,0,0,1,1,7588,1,1,1,1,1,1,0,0,0,1,0,441,1.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,40,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,70,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64064,0,0,0,0,0,0,163982,0,0,0,182,1381016,0.023985239852398525,182,0,182,0,182,0.0,182,0,0,0,0,0.0,0,80262,0,182,0.0,0,0.0
120000,5,1340,1,252,0,1340,1,1,7,1957,1,2006,1,98.0,1,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,9060,0,1,1,0,1,1,1,0,0,0,0,0,1.0,0,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21228,0,0,0,0,0,0,183,1657980,0.02019867549668874,0,183,0,0,0,0.0,0,0,0,0,0,0.0,183,0,0,183,0.0,183,0.0
200000,7,2082,2,484,1362,1362,1,2,6,2003,0,2003,1,0.0,0,0,0,0,0,0,0,0,0,0,280,1,720,238,0,0,1,1,1,1,1,11426,1,1,0,0,1,1,0,1,0,1,0,1362,0.0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51520,43792,184,132480,184,184,184,184,2102384,0.01610362331524593,184,0,184,184,0,0.0,184,0,0,184,0,0.0,0,250608,0,184,0.0,0,0.0
127000,5,1252,2,576,504,936,1,1,5,1908,1,1991,1,0.0,0,0,0,0,0,0,0,0,0,0,104,0,316,0,0,0,0,0,0,0,0,7438,1,1,1,0,1,1,0,0,0,1,0,504,1.0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19240,0,0,58460,0,0,0,0,1376030,0.024872277493949987,0,0,185,0,0,0.0,185,0,0,0,0,0.0,0,93240,0,185,0.0,0,0.0
475000,10,3608,3,840,1107,1518,0,2,12,1892,0,1993,0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1518,260,0,0,0,0,1,1,0,22950,0,1,0,0,1,1,0,0,0,1,0,1107,1.0,1,0,0,1,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,410,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,75,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2006,0,1,0,0,0,0,0,572,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,186,0,186,0,0,0,0,0,0,0,0,0,48360,0,282348,186,0,0,0,4268700,0.008104575163398693,186,0,0,0,0,0.0,186,0,0,186,0,0.0,0,205902,0,186,0.0,186,0.0
173000,7,1217,2,497,1188,1217,1,2,6,1990,0,1991,1,0.0,0,0,0,1,0,611,0,0,0,0,168,1,0,27,0,0,0,0,0,0,0,9947,0,1,1,0,1,1,0,1,1,1,0,577,1.0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,80,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,114257,0,0,0,31416,5049,187,0,0,0,0,0,1860089,0.018799638081833717,0,0,0,187,0,0.0,187,0,187,0,0,0.0,0,107899,0,187,0.0,0,0.0
